task_id,task_description,priority,user_id,deadline,estimated_duration_hours,current_user_workload,task_category
991,Wish country house fund.,Medium,U015,2025-05-24,8,13,design
992,Who environment catch involve wish charge money Congress understand rich south.,Medium,U038,2025-06-07,11,21,bugfix
993,People night if remember.,Medium,U039,2025-06-04,9,26,devops
994,Authority ask bad court himself performance these none understand year surface board leave space others.,Medium,U045,2025-06-17,6,26,bugfix
995,Drop fly less hour reveal relationship history pay.,Low,U009,2025-06-09,2,26,testing
996,Treat follow benefit wall evidence chance decide well quite.,Medium,U043,2025-05-30,3,20,bugfix
997,Form ability hot bar choice woman enter plant guy true money.,Low,U014,2025-05-28,8,38,testing
998,Camera concern condition deep note management inside election compare garden one.,Medium,U003,2025-05-23,5,27,testing
999,Rule upon by face candidate measure least several others people care significant someone popular.,High,U009,2025-05-24,2,27,testing
1000,Perform shake nearly reason serious.,Medium,U024,2025-06-14,3,40,documentation
1001,Meeting level life help difficult others minute positive marriage environment pick without service hear before.,Medium,U019,2025-05-29,1,26,research
1002,Human person research thousand six benefit order claim million type travel push section right man fast.,Medium,U002,2025-06-07,6,11,development
1003,Behind staff provide today short woman low.,High,U050,2025-05-29,1,40,bugfix
1004,Difference enough we body return smile.,Medium,U011,2025-05-29,12,10,bugfix
1005,Minute see this final final popular but help.,Medium,U022,2025-06-20,3,36,development
1006,Will half eye television about improve production the.,High,U036,2025-05-27,4,15,design
1007,Lawyer type rest thought cultural church nearly hour successful reason bit check fight.,High,U041,2025-05-27,3,20,development
1008,Financial citizen crime my interview later sometimes gun difference trial.,Low,U043,2025-06-10,9,37,testing
1009,Mr science pass most price their reason nature case score return teach ball reveal.,Medium,U030,2025-06-18,11,39,design
1010,Fast inside own fill mean.,Medium,U031,2025-06-03,12,28,devops
1011,Prevent leader catch get quality ready mouth seven.,Medium,U028,2025-05-26,4,11,development
1012,Study middle culture about project fast.,Medium,U013,2025-05-30,12,37,design
1013,Among total learn history little up move bar wife not professional grow.,Medium,U027,2025-06-13,7,23,development
1014,Bring I start pay serve record yourself.,Medium,U008,2025-06-20,9,27,development
1015,Chance list require country party.,Medium,U018,2025-05-28,3,18,testing
1016,Smile reason friend condition piece memory page.,Medium,U042,2025-06-09,8,5,development
1017,Benefit mind on quality begin visit during.,Medium,U020,2025-06-02,2,28,testing
1018,Son carry audience character type leave personal mention draw reflect church into.,High,U031,2025-06-20,10,31,development
1019,Week market bank prevent finish civil boy.,Medium,U005,2025-05-28,9,29,testing
1020,Common to all push what time source reach.,Medium,U015,2025-06-20,3,29,devops
1021,Fly Mr more computer little.,Medium,U044,2025-06-07,1,24,bugfix
1022,Option my someone begin maybe probably show talk pay.,Low,U026,2025-06-02,9,31,devops
1023,Contain person quite try mind cup commercial.,High,U024,2025-06-02,9,20,design
1024,Free middle hit name close heart draw.,High,U047,2025-06-16,10,18,testing
1025,Attention reveal rather with through.,Medium,U005,2025-06-14,10,8,design
1026,White from live later professor figure face soldier per many.,Low,U050,2025-06-18,8,29,design
1027,Clear security thousand major market manager when national oil drive career everybody first.,Medium,U049,2025-06-18,7,7,bugfix
1028,Moment either have rule popular movement inside arm later.,Medium,U037,2025-06-17,12,25,research
1029,Return send teacher consumer total finish camera sign artist effect kitchen note significant.,Medium,U042,2025-06-13,12,31,documentation
1030,Lead resource finally yard future treatment shake onto material between adult mission leg generation truth.,High,U020,2025-06-09,8,37,research
1031,Type even want movie red friend.,Medium,U011,2025-06-17,8,5,testing
1032,Knowledge police near next Congress.,Medium,U036,2025-06-11,3,30,research
1033,Sound young read sense why kitchen soon traditional.,Medium,U039,2025-06-16,11,17,testing
1034,Country worry add thousand room direction.,Medium,U037,2025-06-03,12,40,research
1035,Throughout free exist reduce so authority husband candidate audience.,High,U007,2025-06-19,1,24,documentation
1036,Case attorney than its happy discuss represent tonight economic.,Medium,U017,2025-06-16,3,21,research
1037,Mouth understand measure coach dark sing for.,Medium,U037,2025-06-12,11,12,development
1038,Dog in question represent quite figure ready southern range audience.,Medium,U010,2025-06-05,10,24,testing
1039,Southern ground house want people home finally include.,High,U040,2025-06-10,12,14,documentation
1040,Than possible myself enough.,High,U023,2025-06-13,12,28,devops
1041,Six skill standard appear ever military pay sit speech difference just.,Medium,U009,2025-06-09,10,24,design
1042,Research buy stage artist wish south price business avoid.,High,U047,2025-06-14,8,29,design
1043,Teacher house name lot clearly.,Low,U040,2025-06-07,11,14,bugfix
1044,I final raise agency thousand something more section.,Medium,U021,2025-06-17,9,20,documentation
1045,Method method who election husband.,High,U036,2025-05-22,5,11,documentation
1046,Safe beat resource entire your perform.,Medium,U025,2025-05-28,3,33,development
1047,Blue professor wife pressure list hair into deep.,Medium,U021,2025-05-22,11,12,testing
1048,Present either test summer mission.,Medium,U018,2025-06-16,8,11,devops
1049,Industry instead become push teacher blue camera whatever wind perhaps floor.,High,U023,2025-05-25,6,6,research
1050,Red computer use before a along perhaps base professor pretty these address.,High,U006,2025-06-13,9,36,development
1051,Other bring news cup method traditional.,Medium,U001,2025-06-03,11,27,devops
1052,Character paper understand nature moment.,Low,U024,2025-05-27,1,6,bugfix
1053,Interesting go today should there create like ready few.,Medium,U014,2025-06-07,3,37,design
1054,No answer car arm benefit able including.,High,U036,2025-06-10,10,12,testing
1055,Hospital fund push nearly reach music maintain old white magazine grow.,Low,U007,2025-06-03,7,36,devops
1056,Fill could defense guy another until decision.,Medium,U005,2025-06-14,6,39,bugfix
1057,Today less such couple instead reason during since center adult.,Low,U009,2025-05-26,3,9,devops
1058,Down economy agent two property science.,Low,U039,2025-06-10,12,36,design
1059,Play represent about west else effort subject wall technology.,High,U035,2025-05-24,12,38,bugfix
1060,Watch campaign small charge design investment.,Medium,U048,2025-06-08,8,25,bugfix
1061,Evening challenge authority get body return right baby anyone personal subject.,High,U040,2025-06-13,10,38,research
1062,Difficult its state per suffer everything five gun century window three couple it new.,High,U024,2025-05-28,6,22,bugfix
1063,Big consider mean attention Republican finish challenge everyone.,High,U038,2025-05-26,4,6,documentation
1064,Pull level will safe field drive lose idea with professor close discuss.,Medium,U006,2025-06-11,2,35,testing
1065,Popular stop get product model know note TV future.,Medium,U011,2025-06-07,9,33,development
1066,Dinner perhaps ball half now deal culture as plan.,High,U036,2025-06-17,1,11,bugfix
1067,Grow traditional him far ground mind two truth protect business.,High,U003,2025-06-02,6,34,design
1068,Answer manage area check feel.,High,U050,2025-06-09,7,7,testing
1069,Drive strong even present.,High,U028,2025-06-02,11,6,documentation
1070,Accept value teach general.,High,U049,2025-06-19,9,16,bugfix
1071,Partner will recent man shoulder.,Low,U003,2025-06-10,11,22,devops
1072,Soldier camera back list drop first concern receive far.,Medium,U047,2025-06-19,2,35,devops
1073,Subject same simply say recently.,Low,U027,2025-06-20,3,7,documentation
1074,Teacher husband throughout indeed year it north.,High,U035,2025-06-05,4,38,bugfix
1075,Book reflect simply current however worry price two value democratic data.,Medium,U046,2025-06-08,3,19,bugfix
1076,Fall language then course unit door company guess nor he foreign not.,Medium,U030,2025-06-11,9,8,testing
1077,Cold season evening heavy might view price environment.,High,U028,2025-05-29,12,29,development
1078,Language question soldier join shoulder value other recently send herself herself partner interesting.,Medium,U029,2025-06-11,4,25,bugfix
1079,Could find word be again kitchen effort state.,Medium,U011,2025-06-18,7,6,testing
1080,Professor education which few paper clearly road.,High,U012,2025-05-23,7,13,devops
1081,True suddenly door order senior present team.,Low,U035,2025-06-11,8,5,design
1082,Election hair take personal five address discuss despite character.,Low,U016,2025-05-30,3,21,testing
1083,Always computer chance range on those recently dream range poor.,Low,U038,2025-06-04,7,13,development
1084,Sea own bad mention quality remember.,High,U010,2025-06-08,4,39,bugfix
1085,Medical discuss just country structure trouble white bill.,Medium,U011,2025-05-27,4,34,research
1086,Claim address indicate send firm say.,Low,U023,2025-05-30,4,37,devops
1087,Interesting human away should middle hold summer about action than.,High,U039,2025-05-27,7,24,testing
1088,Question effect able art catch land at wonder.,Medium,U018,2025-06-15,8,31,research
1089,Threat center admit upon center.,High,U022,2025-06-18,11,13,testing
1090,Of local she television prevent red specific argue first major whose.,Medium,U047,2025-05-22,11,18,testing
1091,Under truth computer daughter.,Medium,U050,2025-06-11,3,5,bugfix
1092,Wrong rest hot son image north behavior behavior cold against decide may PM oil.,Medium,U015,2025-06-14,5,16,bugfix
1093,Fire simply girl fund factor fight people evidence.,Medium,U032,2025-06-17,9,39,development
1094,Attack blue drop bit point.,Medium,U002,2025-06-13,10,7,documentation
1095,Material room hot perform interesting smile thank day measure should write clearly.,Low,U003,2025-05-30,5,8,development
1096,Second responsibility of executive reach born price suffer garden.,Medium,U035,2025-05-26,9,21,research
1097,Really heart present apply seven official fill describe doctor.,Medium,U015,2025-06-19,1,38,design
1098,They maintain suffer indicate lawyer plant send garden treat travel past during someone continue.,High,U016,2025-06-17,9,6,bugfix
1099,Second to cause nature could financial he phone.,Medium,U049,2025-05-31,6,25,devops
1100,Change their view cost player.,Medium,U015,2025-05-29,1,27,testing
1101,Trip continue before nothing visit writer miss speech and.,High,U042,2025-06-14,5,29,research
1102,Day leave everything condition six quickly.,High,U012,2025-05-27,1,18,devops
